wavenumber,cross_sec
30057.3,3.79E-19
30057.4,4.07E-19
30057.5,3.97E-19
30057.6,3.85E-19
30057.7,3.81E-19
30057.8,3.21E-19
30057.9,2.39E-19
30058,2.08E-19
30058.1,1.92E-19
30058.2,1.61E-19
30058.3,1.14E-19
30058.4,8.83E-20
30058.5,9.23E-20
30058.6,1.01E-19
30058.7,1.07E-19
30058.8,1.20E-19
30058.9,1.37E-19
30059,1.53E-19
30059.1,1.67E-19
30059.2,1.82E-19
30059.3,2.48E-19
30059.4,3.15E-19
30059.5,3.35E-19
30059.6,3.11E-19
30059.7,2.81E-19
30059.8,2.57E-19
30059.9,2.24E-19
30060,1.93E-19
30060.1,1.65E-19
30060.2,1.36E-19
30060.3,9.32E-20
30060.4,7.62E-20
30060.5,7.14E-20
30060.6,4.22E-20
30060.7,2.36E-20
30060.8,3.40E-20
30060.9,5.38E-20
30061,4.79E-20
30061.1,4.33E-20
30061.2,4.09E-20
30061.3,3.54E-20
30061.4,4.16E-20
30061.5,4.26E-20
30061.6,4.25E-20
30061.7,4.44E-20
30061.8,5.49E-20
30061.9,6.62E-20
30062,7.21E-20
30062.1,8.34E-20
30062.2,7.53E-20
30062.3,6.91E-20
30062.4,7.59E-20
30062.5,9.33E-20
30062.6,1.12E-19
30062.7,1.49E-19
30062.8,1.71E-19
30062.9,2.06E-19
30063,3.12E-19
30063.1,3.60E-19
30063.2,3.78E-19
30063.3,4.26E-19
30063.4,4.51E-19
30063.5,3.80E-19
30063.6,3.10E-19
30063.7,2.65E-19
30063.8,1.97E-19
30063.9,1.77E-19
30064,1.77E-19
30064.1,1.71E-19
30064.2,1.70E-19
30064.3,1.57E-19
30064.4,1.49E-19
30064.5,1.66E-19
30064.6,1.92E-19
30064.7,2.11E-19
30064.8,2.49E-19
30064.9,2.97E-19
30065,3.34E-19
30065.1,3.65E-19
30065.2,3.62E-19
30065.3,3.54E-19
30065.4,3.08E-19
30065.5,2.97E-19
30065.6,3.54E-19
30065.7,3.79E-19
30065.8,3.95E-19
30065.9,4.00E-19
30066,3.73E-19
30066.1,3.65E-19
30066.2,4.02E-19
30066.3,4.48E-19
30066.4,5.28E-19
30066.5,5.73E-19
30066.6,5.67E-19
30066.7,5.92E-19
30066.8,5.81E-19
30066.9,5.12E-19
30067,4.58E-19
30067.1,4.11E-19
30067.2,4.18E-19
30067.3,4.69E-19
30067.4,4.87E-19
30067.5,4.82E-19
30067.6,4.58E-19
30067.7,4.33E-19
30067.8,4.26E-19
30067.9,4.19E-19
30068,3.91E-19
30068.1,3.74E-19
30068.2,4.00E-19
30068.3,3.64E-19
30068.4,3.02E-19
30068.5,2.72E-19
30068.6,2.54E-19
30068.7,2.53E-19
30068.8,2.31E-19
30068.9,1.90E-19
30069,1.44E-19
30069.1,1.01E-19
30069.2,8.95E-20
30069.3,7.06E-20
30069.4,5.93E-20
30069.5,6.04E-20
