r,1,2,3,4,5,6
4.88011111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.88472222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.88933333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.89394444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.89855556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.90316667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.90777778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.91238889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.917,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.92161111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.92622222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.93083333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.93544444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.94005556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.94466667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.94927778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.95388889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.9585,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.96311111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.96772222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.97233333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.97694444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.98155556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.98616667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.99077778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.99538889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
5,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
